,Name,Discounted Price,Actual Price,Saving,Rating,Reviews,Brand,Core,SSD,Model
141,HP ProBook 460 G11 | Intel® Core™ Ultra 5 (16GB-512GB),197999.0,250000.0,21% OFF,,,HP,Ultra 5,,ProBook 460 G11 | Intel® Core™ Ultra 5
142,HP 15-FD0336TU Ci5-1334U (8GB-512GB SSD),144999.0,190000.0,24% OFF,,,HP,,8GB-512GB SSD,15-FD0336TU Ci5-1334U
143,Dell Vostro 15 3530 Laptop Core™ i7-1355U (16GB-512GB),172999.0,240000.0,28% OFF,,,Dell,,,Vostro 15 3530 Laptop Core™ i7-1355U
144,Lenovo ThinkBook16 Ultra 5 225U (16GB-512GB SSD),212999.0,230000.0,7% OFF,,,Lenovo,Ultra 5,16GB-512GB SSD,ThinkBook16 Ultra 5 225U
145,Lenovo Ideapad 5 13th Gen Core I7 DOS,198999.0,250000.0,20% OFF,,,Lenovo,,,Ideapad 5 13th Gen Core I7 DOS
146,Lenovo Thinkbook 15G2 11th Gen Core I7 D0S,181999.0,200000.0,9% OFF,,,Lenovo,,,Thinkbook 15G2 11th Gen Core I7 D0S
147,HP Probook 450 G9 12th Gen Core i7 DOS,186999.0,250000.0,25% OFF,,,HP,Core i7,,Probook 450 G9 12th Gen Core i7 DOS
148,HP Probook 440 G10 13th Gen Core i7 DOS,221999.0,280000.0,21% OFF,,,HP,Core i7,,Probook 440 G10 13th Gen Core i7 DOS
149,Dell Inspiron 15 3530 13th Gen Core i5 1334u,143999.0,200000.0,28% OFF,,,Dell,Core i5,,Inspiron 15 3530 13th Gen Core i5 1334u
150,LENOVO LOQ 15 15IRX9 Core i5 13th Gen,261999.0,275000.0,5% OFF,,,LENOVO,Core i5,,LOQ 15 15IRX9 Core i5 13th Gen
151,Apple MacBook Air MRXW3 M3 Chip,352999.0,400000.0,12% OFF,,,Apple,M3,,MacBook Air MRXW3 M3 Chip
152,Infinix GTBOOK 13th Generation Core i9 13900H 1TB-32GB,422500.0,442999.0,5% OFF,,,Infinix,Core i9,,GTBOOK 13th Generation Core i9 13900H 1TB-32GB
153,Dell Inspiron 16 5640 Intel Core 7-150U (16GB-1TB SSD),235999.0,264999.0,11% OFF,,,Dell,,,Inspiron 16 5640 Intel Core 7-150U
154,Lenovo Thinkbook 14 G7 14th Gen Core Ultra 5 125U (8GB DDR5 512GB SSD),195999.0,199999.0,2% OFF,,,Lenovo,Ultra 5,512GB SSD,Thinkbook 14 G7 14th Gen Core Ultra 5 125U
155,Lenovo Thinkbook 14 G7 14TH GEN Core Ultra 7 155H (8GB-512GB SSD),235999.0,239999.0,2% OFF,,,Lenovo,Ultra 7,8GB-512GB SSD,Thinkbook 14 G7 14TH GEN Core Ultra 7 155H
156,Lenovo Thinkbook 16 G7 14TH GEN Core Ultra 5 125U (8GB-512GB SSD),199999.0,,,,,Lenovo,Ultra 5,8GB-512GB SSD,Thinkbook 16 G7 14TH GEN Core Ultra 5 125U
157,Lenovo ThinkPad E14 G6 Intel Core Ultra 5 125U (8GB-512GB SSD),242999.0,250000.0,3% OFF,,,Lenovo,Ultra 5,8GB-512GB SSD,ThinkPad E14 G6 Intel Core Ultra 5 125U
158,Acer Nitro V15 13th Gen Core i9 13900H (16GB-512GB SSD),312999.0,325000.0,4% OFF,,,Acer,Core i9,16GB-512GB SSD,Nitro V15 13th Gen Core i9 13900H
159,Apple Macbook Pro M3 A2918 (8GB-512GB SSD),494999.0,600000.0,18% OFF,,,Apple,M3,8GB-512GB SSD,Macbook Pro M3 A2918
160,Lenovo IdeaPad Slim 3 Ryzen 3 7320U DOS (8GB-256GB SSD),99999.0,114999.0,13% OFF,5,2,Lenovo,Ryzen 3,8GB-256GB SSD,IdeaPad Slim 3 Ryzen 3 7320U DOS
161,Lenovo IdeaPad Slim 5 Core i7 13620H DOS (16GB-512GB SSD),209999.0,229999.0,9% OFF,,,Lenovo,Core i7,16GB-512GB SSD,IdeaPad Slim 5 Core i7 13620H DOS
162,ASUS ExpertBook B1502CV 13th Gen Core i5 1355U (8GB-512GB SSD),151999.0,179999.0,16% OFF,,,ASUS,Core i5,8GB-512GB SSD,ExpertBook B1502CV 13th Gen Core i5 1355U
163,Lenovo Yoga 9 Intel Core Ultra 7 (16GB-1TB SSD),396999.0,449999.0,12% OFF,,,Lenovo,Ultra 7,,Yoga 9 Intel Core Ultra 7
164,Lenovo Legion Pro 7 Ultra 9 275HX (64GB-2TB SSD) RTX 5080 16GB 240Hz,1451999.0,1499900.0,3% OFF,,,Lenovo,Ultra 9,,Legion Pro 7 Ultra 9 275HX  RTX 5080 16GB 240Hz
165,Lenovo Legion Pro 7 Ultra 9 275HX (64GB-2TB SSD) RTX 5090 24GB 240Hz,1552999.0,1599900.0,3% OFF,,,Lenovo,Ultra 9,,Legion Pro 7 Ultra 9 275HX  RTX 5090 24GB 240Hz
166,HP Victus 15-FB3093DX AMD Ryzen 7-7445H (16GB-512GB SSD) RTX 4050 6GB,247999.0,285000.0,13% OFF,,,HP,Ryzen 7,16GB-512GB SSD,Victus 15-FB3093DX AMD Ryzen 7-7445H  RTX 4050 6GB
167,HP Victus 16-R0042NE Ci7-13700H (16GB-1TB SSD) RTX™ 4060 8GB,327999.0,375000.0,13% OFF,,,HP,,,Victus 16-R0042NE Ci7-13700H  RTX™ 4060 8GB
168,Dell 15 DC15250 Ci5-1334U (8GB-512GB SSD),147999.0,200000.0,26% OFF,,,Dell,,8GB-512GB SSD,15 DC15250 Ci5-1334U
169,Apple MacBook Air MC6T4 M4 Chip,286999.0,299999.0,4% OFF,,,Apple,M4,,MacBook Air MC6T4 M4 Chip
170,Lenovo LOQ 15 Ryzen 5 7235HS (12GB-512GB SSD) RTX 4050 6GB,226999.0,255000.0,11% OFF,,,Lenovo,Ryzen 5,12GB-512GB SSD,LOQ 15 Ryzen 5 7235HS  RTX 4050 6GB
171,Lenovo V15 G3 15. 6 Inches 12th Gen Core i3 DOS (4GB - 256GB SSD),125499.0,149999.0,16% OFF,,,Lenovo,Core i3,4GB - 256GB SSD,V15 G3 15. 6 Inches 12th Gen Core i3 DOS
172,Lenovo ThinkPad E14 G4 14 Inches 12th Gen Core i5 DOS (8GB - 512GB),229999.0,260000.0,12% OFF,,,Lenovo,Core i5,,ThinkPad E14 G4 14 Inches 12th Gen Core i5 DOS
173,Lenovo V15 G3 15.6 Inches 12th Gen Core i7 DOS (8GB - 512GB),181999.0,249999.0,27% OFF,,,Lenovo,Core i7,,V15 G3 15.6 Inches 12th Gen Core i7 DOS
174,Lenovo V15 G3 15.6 Inches 12th Gen Core i5 DOS (4GB - 256GB),179999.0,199999.0,10% OFF,,,Lenovo,Core i5,,V15 G3 15.6 Inches 12th Gen Core i5 DOS
175,HP ProBook 440 G10 Core i7 (8GB-512GB NVMe SSD),220999.0,260000.0,15% OFF,,,HP,Core i7,,ProBook 440 G10 Core i7
176,Apple Macbook Pro MRX33 M3 Pro 14.2 (18GB-512GB),544999.0,600000.0,9% OFF,5,3,Apple,M3,,Macbook Pro MRX33 M3 Pro 14.2
177,Apple MacBook Pro 14.2” MTL83 (8GB-1TB),494999.0,515000.0,4% OFF,,,Apple,,,MacBook Pro 14.2” MTL83
178,Apple Macbook Pro 14 MTL73 (8GB-512GB),452999.0,500000.0,9% OFF,,,Apple,,,Macbook Pro 14 MTL73
179,HP 250 G10 Raptor Lake 13th Gen Core i7 (8GB-512GB),187999.0,209999.0,10% OFF,5,1,HP,Core i7,,250 G10 Raptor Lake 13th Gen Core i7
180,HP Pavilion x360 14 EK1056TU  Core i7 (16GB-1TB),261999.0,330000.0,21% OFF,,,HP,Core i7,,Pavilion x360 14 EK1056TU  Core i7
181,Lenovo V15 G4 Core i3 13th Gen,110999.0,200000.0,45% OFF,,,Lenovo,Core i3,,V15 G4 Core i3 13th Gen
182,LENOVO THINBOOK 16 13TH CI5 8GB/256GB 16INCH,166000.0,200000.0,17% OFF,,,LENOVO,,,THINBOOK 16 13TH CI5 8GB/256GB 16INCH
183,Lenovo V15 G4 Core i7 13th Gen (8GB-512GB),184999.0,250000.0,26% OFF,,,Lenovo,Core i7,,V15 G4 Core i7 13th Gen
184,HP 250 G10 13th Gen Core i3 DOS,107499.0,120000.0,10% OFF,5,1,HP,Core i3,,250 G10 13th Gen Core i3 DOS
185,HP VICTUS 15-FA2701WM Ci5-13420H (16GB -512GB) RTX-4050-6GB,234999.0,300000.0,22% OFF,,,HP,,,VICTUS 15-FA2701WM Ci5-13420H  RTX-4050-6GB
186,HP ProBook 460 G11 Ultra 7 155U,229999.0,300000.0,23% OFF,,,HP,Ultra 7,,ProBook 460 G11 Ultra 7 155U
187,HP ProBook 460 G11 Intel Core Ultra 5 125U (8GB-512GB),194999.0,280000.0,30% OFF,,,HP,Ultra 5,,ProBook 460 G11 Intel Core Ultra 5 125U
188,HP EliteBook 640 G11 14 Ultra 7 155U (8GB-512GB),293999.0,370000.0,21% OFF,,,HP,Ultra 7,,EliteBook 640 G11 14 Ultra 7 155U
189,HP Elitebook 660 G11 U7 | Intel® Core™ Ultra 7 155U (8GB-512GB),302999.0,370000.0,18% OFF,,,HP,Ultra 7,,Elitebook 660 G11 U7 | Intel® Core™ Ultra 7 155U
190,LENOVO LEGION PRO 5 Ci7-14650HX (16GB-1TB) RTX-4060-8GB,469999.0,495000.0,5% OFF,,,LENOVO,,,LEGION PRO 5 Ci7-14650HX  RTX-4060-8GB
191,HP 250 G9 12th Gen Core i7 DOS,174999.0,200000.0,13% OFF,,,HP,Core i7,,250 G9 12th Gen Core i7 DOS
192,HP 15-FD0229NIA Ci7-1355U (8GB-512GB SSD) 15.6 FHD,177999.0,200000.0,11% OFF,,,HP,,8GB-512GB SSD,15-FD0229NIA Ci7-1355U  15.6 FHD
193,HP Elitebook 650 G10 13th Gen Core I5 1335U,242999.0,300000.0,19% OFF,,,HP,,,Elitebook 650 G10 13th Gen Core I5 1335U
194,ASUS EXPERTBOOK B1403CVA Ci7-1355U (16GB -512GB SSD),181999.0,230000.0,21% OFF,,,ASUS,,16GB -512GB SSD,EXPERTBOOK B1403CVA Ci7-1355U
195,HP Elitebook 660 G11 Ultra 5 125U,252999.0,275000.0,8% OFF,,,HP,Ultra 5,,Elitebook 660 G11 Ultra 5 125U
196,Apple MacBook Air MXCV3 M3 8-Core Chip,412999.0,450000.0,8% OFF,,,Apple,M3,,MacBook Air MXCV3 M3 8-Core Chip
197,Acer Nitro V15 - Ci5-13420H (16GB-512GB) RTX 4050 6GB,247999.0,275000.0,10% OFF,,,Acer,,,Nitro V15 - Ci5-13420H  RTX 4050 6GB
198,Acer Nitro V15 13th Gen Core i9 13900H (16GB-512GB SSD) RTX 4060 8GB Graphics,354999.0,,,,,Acer,Core i9,16GB-512GB SSD,Nitro V15 13th Gen Core i9 13900H  RTX 4060 8GB Graphics
199,Acer Nitro V16 14th Gen Core i7 14650HX (16GB-512GB SSD),349999.0,415999.0,16% OFF,,,Acer,Core i7,16GB-512GB SSD,Nitro V16 14th Gen Core i7 14650HX
200,Dell Latitude 5440 13TH GEN CORE i7 1355U (8GB-512GB SSD),344999.0,370000.0,7% OFF,,,Dell,,8GB-512GB SSD,Latitude 5440 13TH GEN CORE i7 1355U
201,LENOVO THINKPAD E14 G6 14TH Intel Core Ultra 7 155H (16GB-512GB SSD),283999.0,299999.0,5% OFF,,,LENOVO,Ultra 7,16GB-512GB SSD,THINKPAD E14 G6 14TH Intel Core Ultra 7 155H
202,LENOVO THINKPAD T14 14TH GEN Intel Core Ultra 7 155U (16GB-512GB SSD),400999.0,420000.0,5% OFF,,,LENOVO,Ultra 7,16GB-512GB SSD,THINKPAD T14 14TH GEN Intel Core Ultra 7 155U
203,LENOVO THINKPAD T14 14TH GEN Intel Core Ultra 7 155U (32GB-512GB SSD),430999.0,450000.0,4% OFF,,,LENOVO,Ultra 7,32GB-512GB SSD,THINKPAD T14 14TH GEN Intel Core Ultra 7 155U
204,HP OMNIBOOK 14 FP0013DX Core 5 120U (8GB-512GB),167999.0,220000.0,24% OFF,,,HP,,,OMNIBOOK 14 FP0013DX Core 5 120U
205,Lenovo loq 15 13th Core i5 13450hx (24GB-512GB) DOS,266999.0,285000.0,6% OFF,,,Lenovo,Core i5,,loq 15 13th Core i5 13450hx  DOS
206,Apple MacBook Air 15 MW1K3 M4 Chip,450999.0,460000.0,2% OFF,,,Apple,M4,,MacBook Air 15 MW1K3 M4 Chip
207,Dell Latitude 3550 Raptor Lake 13th Gen Core i5 1335U (8GB-512GB SSD),184999.0,219999.0,16% OFF,,,Dell,Core i5,8GB-512GB SSD,Latitude 3550 Raptor Lake 13th Gen Core i5 1335U
208,LENOVO LOQ 15 Ci5 13450HX,261999.0,310000.0,15% OFF,,,LENOVO,,,LOQ 15 Ci5 13450HX
209,HP OmniBook Ultra Flip 14-FH0030CA Core Ultra 7 256V (16GB 1TB SSD),416999.0,450000.0,7% OFF,,,HP,Ultra 7,,OmniBook Ultra Flip 14-FH0030CA Core Ultra 7 256V
210,Lenovo ThinkPad X1 Carbon G13 Ultra 7 256V (32GB-512GB SSD),659999.0,726000.0,9% OFF,,,Lenovo,Ultra 7,32GB-512GB SSD,ThinkPad X1 Carbon G13 Ultra 7 256V
211,HP VICTUS 15-FA2013DX Ci5-13420H (8GB 512GB SSD) RTX 3050 6GB,195999.0,249900.0,22% OFF,,,HP,,512GB SSD,VICTUS 15-FA2013DX Ci5-13420H  RTX 3050 6GB
212,HP VICTUS 15-FA2701WM Ci5-13420H (16GB-512GB SSD) RTX 4050 6GB,233999.0,275999.0,15% OFF,,,HP,,16GB-512GB SSD,VICTUS 15-FA2701WM Ci5-13420H  RTX 4050 6GB
213,ACER PREDATOR HELIOS 16 AI Core Ultra 9 275HX (32GB-1TB SSD) RTX 5070Ti 12GB,684999.0,724000.0,5% OFF,,,ACER,Ultra 9,,PREDATOR HELIOS 16 AI Core Ultra 9 275HX  RTX 5070Ti 12GB
214,ASUS EXPERTBOOK B1403CVA Ci5 1334U (16GB-512GB SSD),153999.0,200000.0,23% OFF,,,ASUS,,16GB-512GB SSD,EXPERTBOOK B1403CVA Ci5 1334U
215,Lenovo ThinkPad E14 G8 U7-255H (16GB-512GB SSD),289999.0,350000.0,17% OFF,,,Lenovo,,16GB-512GB SSD,ThinkPad E14 G8 U7-255H
216,Lenovo ThinkPad E16 G3 Ultra 5 225U (8GB-512GB SSD),224999.0,300000.0,25% OFF,,,Lenovo,Ultra 5,8GB-512GB SSD,ThinkPad E16 G3 Ultra 5 225U
217,Dell Alienware Aurora 16 Core 7 240H (16GB-512GB SSD) RTX 5050 8GB,349999.0,400000.0,13% OFF,,,Dell,,16GB-512GB SSD,Alienware Aurora 16 Core 7 240H  RTX 5050 8GB
218,Dell Latitude 3550 Ultra 5-125U (8GB-512GB SSD),197999.0,250000.0,21% OFF,,,Dell,Ultra 5,8GB-512GB SSD,Latitude 3550 Ultra 5-125U
219,Asus VivoBook 16 M1605YA Ryzen 7-7730U (8GB-512GB SSD),179999.0,215000.0,16% OFF,,,Asus,M1,8GB-512GB SSD,VivoBook 16 M1605YA Ryzen 7-7730U
220,Dell Alienware 16 Aurora Core 7-240H (32GB-1TB SSD) RTX 5060 8GB,440999.0,480000.0,8% OFF,,,Dell,,,Alienware 16 Aurora Core 7-240H  RTX 5060 8GB
221,HP OmniBook 5 16-AF1067ST Ultra 7-255U (16GB-1TB SSD),239999.0,280000.0,14% OFF,,,HP,Ultra 7,,OmniBook 5 16-AF1067ST Ultra 7-255U
222,HP Victus 15-FA2317TX Ci7-13620H (16GB-512GB SSD) RTX 4050 6GB,301999.0,350000.0,14% OFF,,,HP,,16GB-512GB SSD,Victus 15-FA2317TX Ci7-13620H  RTX 4050 6GB
223,Apple Macbook Air 13 MW0Y3 M4,286999.0,299999.0,4% OFF,,,Apple,M4,,Macbook Air 13 MW0Y3 M4
224,Dell Inspiron 3515 15.6 inches AMD Ryzen 5 3450U (8GB - 256GB),134499.0,145000.0,7% OFF,,,Dell,Ryzen 5,,Inspiron 3515 15.6 inches AMD Ryzen 5 3450U
225,Infinix INBook X2 1065G7 14 Inches Core i7 (8GB RAM - 512GB SSD),119999.0,169999.0,29% OFF,5,4,Infinix,Core i7,512GB SSD,INBook X2 1065G7 14 Inches Core i7
226,Apple MacBook Pro A2289 13 Inches Core i5 (8GB-512GB),242999.0,380000.0,36% OFF,,,Apple,Core i5,,MacBook Pro A2289 13 Inches Core i5
227,HP 15s FQ5098TU 15.6 Inches 12th Gen Core i5 Win 11 (8GB - 512GB),145999.0,174999.0,17% OFF,,,HP,Core i5,,15s FQ5098TU 15.6 Inches 12th Gen Core i5 Win 11
228,Dell Inspiron 3520 Core i7 12th Gen (8GB-512GBSSD),187499.0,230000.0,18% OFF,,,Dell,Core i7,8GB-512GBSSD,Inspiron 3520 Core i7 12th Gen
229,Apple MacBook Air 15.3 M2 MQKX3 (8GB-512GB),406999.0,420000.0,3% OFF,,,Apple,M2,,MacBook Air 15.3 M2 MQKX3
230,HP 15 FD0336nia 13th Gen Core i3 (4GB-256GB),107999.0,125000.0,14% OFF,,,HP,Core i3,,15 FD0336nia 13th Gen Core i3
231,Lenovo IdeaPad 5 Core i7 12th Gen (16GB-512GB),205999.0,238000.0,13% OFF,,,Lenovo,Core i7,,IdeaPad 5 Core i7 12th Gen
232,HP VICTUS 16-R0003NIA Ci7-13700H (32GB -1TB SSD) RTX 4060 8GB,349999.0,400000.0,13% OFF,,,HP,,,VICTUS 16-R0003NIA Ci7-13700H  RTX 4060 8GB
233,ASUS ExpertBook B1 502CB 12th Ci5 235U,147999.0,170000.0,13% OFF,,,ASUS,,,ExpertBook B1 502CB 12th Ci5 235U
234,Apple MacBook Air 15 Inches With M3 Chip (MRYV3),399999.0,449999.0,11% OFF,,,Apple,M3,,MacBook Air 15 Inches With M3 Chip
235,Dell Vostro 3530 Ci3-1305U (8GB-512GB SSD),111999.0,143000.0,22% OFF,,,Dell,,8GB-512GB SSD,Vostro 3530 Ci3-1305U
236,Apple Macbook Air 15 MC7C4 M4 Chip,489999.0,499999.0,2% OFF,,,Apple,M4,,Macbook Air 15 MC7C4 M4 Chip
237,Acer Nitro V15 13th Gen Core i7-13620H (16GB-512GB SSD) RTX 4060 8GB Graphics,295999.0,305000.0,3% OFF,,,Acer,Core i7,16GB-512GB SSD,Nitro V15 13th Gen Core i7-13620H  RTX 4060 8GB Graphics
238,Acer Nitro V16 AMD RYZEN 7 8845HS (16GB-512GB SSD),300999.0,330000.0,9% OFF,,,Acer,,16GB-512GB SSD,Nitro V16 AMD RYZEN 7 8845HS
239,HP OmniBook 5 16-AF1095CL Core Ultra 9 285H (32GB 1TB),346999.0,370000.0,6% OFF,,,HP,Ultra 9,,OmniBook 5 16-AF1095CL Core Ultra 9 285H
240,HP EliteBook 840 G11 Ultra 7-155U vPro (16GB-512GB SSD),344999.0,380000.0,9% OFF,,,HP,Ultra 7,16GB-512GB SSD,EliteBook 840 G11 Ultra 7-155U vPro
241,Dell 15 DC15250 Core 3-100U (8GB-512GB SSD),147999.0,165000.0,10% OFF,,,Dell,,8GB-512GB SSD,15 DC15250 Core 3-100U
242,HP Pavilion 15 EH2033au 15.6 Inches AMD Ryzen 7 5825U Win 11 (16GB - 1TB),200999.0,249999.0,20% OFF,,,HP,Ryzen 7,,Pavilion 15 EH2033au 15.6 Inches AMD Ryzen 7 5825U Win 11
243,HP Pavilion 15 EH2032au 15.6 Inches AMD Ryzen 5 5625U Win 11 (16GB - 512GB),156999.0,199999.0,22% OFF,,,HP,Ryzen 5,,Pavilion 15 EH2032au 15.6 Inches AMD Ryzen 5 5625U Win 11
244,HP 15s FD0107TU 15.6 Inches 13th Gen Core i5 1335u Win 11 (8GB - 512GB),159999.0,219999.0,27% OFF,3,1,HP,Core i5,,15s FD0107TU 15.6 Inches 13th Gen Core i5 1335u Win 11
245,"HP 15-DY5131WM Laptop 12thGen Core i3 (8GB RAM, 256GB SSD)",109999.0,135000.0,19% OFF,4,1,HP,Core i3,256GB SSD,15-DY5131WM Laptop 12thGen Core i3
246,HP Envy 14-ES0013DX 13th Gen Core i5-1335U (8GB DDR4-512GB SSD),169999.0,220000.0,23% OFF,,,HP,Core i5,512GB SSD,Envy 14-ES0013DX 13th Gen Core i5-1335U
247,Dell Vostro 3520 12th Gen Core i3 15.6 inches (8GB-512GB),100999.0,125000.0,19% OFF,,,Dell,Core i3,,Vostro 3520 12th Gen Core i3 15.6 inches
248,HP 15 FD0240TU 13th Gen Core i5 1334u (8GB-512GB),150999.0,185000.0,18% OFF,,,HP,Core i5,,15 FD0240TU 13th Gen Core i5 1334u
249,HP Envy 16 AC0013DX Ultra 5 125U,210999.0,250000.0,16% OFF,,,HP,Ultra 5,,Envy 16 AC0013DX Ultra 5 125U
250,ASUS ZenBook 14 Q415MA Core Ultra 5 125H,191999.0,250000.0,23% OFF,,,ASUS,Ultra 5,,ZenBook 14 Q415MA Core Ultra 5 125H
251,Dell Inspiron 16 5640 Core i5-1334U (16GB-512GB SSD),197999.0,209999.0,6% OFF,,,Dell,Core i5,16GB-512GB SSD,Inspiron 16 5640 Core i5-1334U
252,LENOVO LOQ 15 Ci5 12450HX,241999.0,279999.0,14% OFF,,,LENOVO,,,LOQ 15 Ci5 12450HX
253,Infinix INBook X2 1035G1 14 Inches Core i5 (8GB RAM - 512GB SSD),110999.0,159999.0,31% OFF,5,2,Infinix,Core i5,512GB SSD,INBook X2 1035G1 14 Inches Core i5
254,HP 15s FQ5096TU 15.6 Inches 12th Gen Core i3 Win 11 (4GB - 256GB),128999.0,152000.0,15% OFF,,,HP,Core i3,,15s FQ5096TU 15.6 Inches 12th Gen Core i3 Win 11
255,HP 15S-FQ5317TU Laptop 12th Gen Core i5 (8GB-512GB),150999.0,180000.0,16% OFF,5,1,HP,Core i5,,15S-FQ5317TU Laptop 12th Gen Core i5
256,HP 15S-FQ5299NIA Laptop 12th Gen Core i7 (8GB-512GB SSD),177999.0,220000.0,19% OFF,,,HP,Core i7,8GB-512GB SSD,15S-FQ5299NIA Laptop 12th Gen Core i7
257,HP 15s EQ2174AU AMD Ryzen 5 5500U (8GB 512GB),115999.0,126000.0,8% OFF,5,1,HP,Ryzen 5,,15s EQ2174AU AMD Ryzen 5 5500U
258,Dell Vostro 3520 12th Gen Core i5 15.6 inches (8GB-512GB),129599.0,150000.0,14% OFF,,,Dell,Core i5,,Vostro 3520 12th Gen Core i5 15.6 inches
259,HP Victus 15-FA0212TX Gaming Laptop 12th Gen Core i7-12650H (16GB-512GB),285999.0,320000.0,11% OFF,,,HP,Core i7,,Victus 15-FA0212TX Gaming Laptop 12th Gen Core i7-12650H
260,HP 15S-EQ2315AU Laptop AMD Ryzen 7-5700U 8GB-512GB,151999.0,210000.0,28% OFF,,,HP,Ryzen 7,,15S-EQ2315AU Laptop AMD Ryzen 7-5700U 8GB-512GB
261,HP VICTUS 15-FB2082WM R5-8645HS (8GB-512GB SSD) RTX-4050-6GB,231999.0,292000.0,21% OFF,,,HP,,8GB-512GB SSD,VICTUS 15-FB2082WM R5-8645HS  RTX-4050-6GB
262,HP Spectre x360 14-EF2051TU 13th Gen 1355U,401999.0,425000.0,5% OFF,,,HP,,,Spectre x360 14-EF2051TU 13th Gen 1355U
263,Acer Predator Helios Neo PH16-72-903U Intel Core i9-14900HX (32GB-1TB SSD),480999.0,499999.0,4% OFF,,,Acer,Core i9,,Predator Helios Neo PH16-72-903U Intel Core i9-14900HX
264,HP Victus 15-FB2146AX R7-8845HS (16GB-512GB SSD) RTX 4060 8GB,296999.0,335000.0,11% OFF,,,HP,,16GB-512GB SSD,Victus 15-FB2146AX R7-8845HS  RTX 4060 8GB
265,HP DU3572TU 15.6 Inches Core i5 11thGen (8GB RAM - 512GBSSD),176499.0,,,,,HP,Core i5,512GBSSD,DU3572TU 15.6 Inches Core i5 11thGen
266,Infinix INBook Y1 Plus Laptop Core i3 (8GB-256GB SSD) International,85999.0,111999.0,23% OFF,4.8,4,Infinix,Core i3,8GB-256GB SSD,INBook Y1 Plus Laptop Core i3  International
267,HP Laptop 15S FQ5276NIA i3 12th Gen (4GB-256GB),107999.0,125000.0,14% OFF,,,HP,,,Laptop 15S FQ5276NIA i3 12th Gen
268,DELL Vostro 15 3520 Laptop 12th Gen Core i3,101999.0,139999.0,27% OFF,4.5,1,DELL,Core i3,,Vostro 15 3520 Laptop 12th Gen Core i3
269,HP 15S-FQ5340TU Core i3 12th Gen (8GB-256GB),106999.0,120000.0,11% OFF,,,HP,Core i3,,15S-FQ5340TU Core i3 12th Gen
270,HP 15-FB1000CA Ryzen 5 15.6 inches (16GB-1TB),206999.0,220000.0,6% OFF,,,HP,Ryzen 5,,15-FB1000CA Ryzen 5 15.6 inches
271,HP 15s EQ2174AU 15.6 Inches Ryzen 5 (8GB-512GB),116999.0,150000.0,22% OFF,,,HP,Ryzen 5,,15s EQ2174AU 15.6 Inches Ryzen 5
272,HP Envy 16-H1053DX 13th Gen Core i7-13700H (16GB-1TB),360999.0,400000.0,10% OFF,,,HP,Core i7,,Envy 16-H1053DX 13th Gen Core i7-13700H
273,HP Envy x360 2 in 1 14 FC0023DX Core Ultra 7 Laptop,230999.0,300000.0,23% OFF,,,HP,Ultra 7,,Envy x360 2 in 1 14 FC0023DX Core Ultra 7 Laptop
274,Asus Zenbook 14 Q425MA Core Ultra 7 155H,265999.0,300000.0,11% OFF,,,Asus,Ultra 7,,Zenbook 14 Q425MA Core Ultra 7 155H
275,Apple MacBook Air 15 Inches With M3 Chip (MXD43),395999.0,449999.0,12% OFF,,,Apple,M3,,MacBook Air 15 Inches With M3 Chip
276,Acer Predator Helios Neo PHN14-51-97X1 Intel Core Ultra 9-185H (32GB-1TB SSD),430999.0,550000.0,22% OFF,,,Acer,Ultra 9,,Predator Helios Neo PHN14-51-97X1 Intel Core Ultra 9-185H
277,Lenovo IdeaPad Slim 5 Core i5 13420H DOS (16GB-512GB SSD),176999.0,199999.0,12% OFF,,,Lenovo,Core i5,16GB-512GB SSD,IdeaPad Slim 5 Core i5 13420H DOS
278,HP 15s FQ5099TU 15.6 Inches 12th Gen Core i7 Win 11 (8GB - 512GB),173999.0,199999.0,13% OFF,,,HP,Core i7,,15s FQ5099TU 15.6 Inches 12th Gen Core i7 Win 11
279,Lenovo Ideapad 5 15.6 Inches 11th Gen Core i5 DOS (8GB - 512GB),144599.0,174999.0,17% OFF,5,1,Lenovo,Core i5,,Ideapad 5 15.6 Inches 11th Gen Core i5 DOS
280,Lenovo Ideapad 3 15.6 Inches 11th Gen Core i7 DOS (8GB - 1TB),155999.0,184999.0,16% OFF,,,Lenovo,Core i7,,Ideapad 3 15.6 Inches 11th Gen Core i7 DOS
281,HP 250 G9 15.6 Inches 12th Gen core i5 DOS (8GB - 512GB),152999.0,189999.0,19% OFF,,,HP,,,250 G9 15.6 Inches 12th Gen core i5 DOS
282,DELL Vostro 15 3520 Laptop 12th Gen Core i5,134999.0,170000.0,21% OFF,,,DELL,Core i5,,Vostro 15 3520 Laptop 12th Gen Core i5
283,ASUS Expertbook B1402CVA 13th Gen Core i7 (16GB-512GB),156999.0,200000.0,22% OFF,,,ASUS,Core i7,,Expertbook B1402CVA 13th Gen Core i7
284,Apple MACBOOK AIR 13” M3 CHIP MRXV3 8-256,288999.0,400000.0,28% OFF,5,1,Apple,M3,,MACBOOK AIR 13” M3 CHIP MRXV3 8-256
285,HP Pavilion 15 EH3050au - AMD Ryzen 7 7730U Octa Core (16GB-1TB),198499.0,245000.0,19% OFF,,,HP,Ryzen 7,,Pavilion 15 EH3050au - AMD Ryzen 7 7730U Octa Core
